Event Date,Event/Point Description,Logical Device,Location,Channel,Panel,Card Number
12/10/2019 14:53,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,34784                           
12/10/2019 14:44,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,44665                           
12/10/2019 14:43,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,21124                           
12/10/2019 14:41,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,1936                            
12/10/2019 14:41,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,1936                            
12/10/2019 14:39,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,14841                           
12/10/2019 14:37,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,44665                           
12/10/2019 14:37,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,14841                           
12/10/2019 14:36,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,25401                           
12/10/2019 14:34,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,22832                           
12/10/2019 14:34,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,21497                           
12/10/2019 14:33,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,25401                           
12/10/2019 14:33,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,22832                           
12/10/2019 14:30,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,34489                           
12/10/2019 14:28,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,35289                           
12/10/2019 14:25,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,14841                           
12/10/2019 14:25,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,35289                           
12/10/2019 14:25,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,57848                           
12/10/2019 14:24,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,13508                           
12/10/2019 14:24,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,35974                           
12/10/2019 14:23,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,14841                           
12/10/2019 14:23,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,13508                           
12/10/2019 14:22,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,57848                           
